Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Government,1,7995,Lilydale High School,Secondary,O,25 Melba Avenue,,Lilydale,VIC,3140,25 Melba Ave,,LILYDALE,VIC,3140,03 9735 5644,745,Yarra Ranges (S),-37.7607,145.34392
Government,1,7997,Lorne P-12 College,Pri/Sec,O,15 Grove Road,,Lorne,VIC,3232,15 Grove Road,,Lorne P-12 College,VIC,3232,03 5289 1585,649,Surf Coast (S),-38.53918,143.97389
Government,1,8000,Lyndale Secondary College,Secondary,O,14 Halton Road,,Dandenong North,VIC,3175,P O Box 2684,,DANDENONG NORTH,VIC,3175,03 9795 2366,267,Greater Dandenong (C),-37.95876,145.20671
Government,1,8003,Lynall Hall Community School,Secondary,O,Cnr Gleadell & Highett Street,,Richmond,VIC,3121,P O Box 99,,RICHMOND,VIC,3121,03 9428 4421,735,Yarra (C),-37.81648,145.00226
Government,1,8005,Maffra Secondary College,Secondary,O,Bill Cane Court,,Maffra,VIC,3860,Bill Cane Court,,MAFFRA,VIC,3860,03 5147 1790,681,Wellington (S),-37.96489,146.98242
Government,1,8010,Mansfield Secondary College,Secondary,O,15 View Street,,Mansfield,VIC,3722,P O Box 203,,MANSFIELD,VIC,3724,03 5775 2022,425,Mansfield (S),-37.06268,146.08856
Government,1,8015,Maribyrnong Secondary College,Secondary,O,River Street,,Maribyrnong,VIC,3032,River Street,,MARIBYRNONG,VIC,3032,03 9091 8100,433,Maribyrnong (C),-37.77952,144.88824
Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street,,Geelong,VIC,3220,P O Box 1285,,GEELONG,VIC,3220,03 4243 0500,275,Greater Geelong (C),-38.14959,144.35321
Government,1,8025,Melbourne High School,Secondary,O,Forrest Hill,,South Yarra,VIC,3141,Forrest Hill,,SOUTH YARRA,VIC,3141,03 9826 0711,635,Stonnington (C),-37.83683,144.99531
Government,1,8027,Melton Secondary College,Secondary,O,Coburns Road,,Melton,VIC,3337,P O Box 597,,MELTON,VIC,3337,03 9743 3322,465,Melton (C),-37.68175,144.56822
Government,1,8030,Mentone Girls Secondary College,Secondary,O,Cnr Balcombe & Charman Rds,,Mentone,VIC,3194,P O Box 52,,MENTONE,VIC,3194,03 9581 5200,343,Kingston (C),-37.98018,145.0535
Government,1,8045,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,,Mildura,VIC,3500,P O Box 1436,,MILDURA,VIC,3502,03 5051 4700,478,Mildura (RC),-34.198,142.14539
Government,1,8050,Mirboo North Secondary College,Secondary,O,Castle Street,,Mirboo North,VIC,3871,Castle Street,,MIRBOO NORTH,VIC,3871,03 5667 9000,617,South Gippsland (S),-38.40018,146.14882
Government,1,8065,Monbulk College,Secondary,O,146-148 David Hill Road,,Monbulk,VIC,3793,146-148 David Hill Road,,MONBULK,VIC,3793,03 9751 9000,745,Yarra Ranges (S),-37.88318,145.42781
Government,1,8068,Montmorency Secondary College,Secondary,O,Para Road,,Montmorency,VIC,3094,Para Road,,MONTMORENCY,VIC,3094,03 9422 1500,66,Banyule (C),-37.71408,145.11361
Government,1,8071,Mooroolbark College,Secondary,O,186 Manchester Road,,Mooroolbark,VIC,3138,186 Manchester Road,,MOOROOLBARK,VIC,3138,03 9727 8100,745,Yarra Ranges (S),-37.77508,145.31423
Government,1,8075,Mordialloc College,Secondary,O,1 Station Street,,Mordialloc,VIC,3195,1 Station Street,,MORDIALLOC,VIC,3195,03 9580 1184,343,Kingston (C),-38.01224,145.09268
Government,1,8100,Mount Beauty Secondary College,Secondary,O,Tailrace Road,,Mount Beauty,VIC,3699,P O Box 38,,MOUNT BEAUTY,VIC,3699,03 5754 4005,11,Alpine (S),-36.74031,147.16728
Government,1,8102,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,,Mount Eliza,VIC,3930,Locked Bag 4,,MOUNT ELIZA,VIC,3930,03 9787 6288,534,Mornington Peninsula (S),-38.1897,145.09354
Government,1,8105,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,,Mount Waverley,VIC,3149,P O Box 346,,MOUNT WAVERLEY,VIC,3149,03 9803 6811,497,Monash (C),-37.86909,145.13231
Government,1,8125,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,,Mckinnon,VIC,3204,McKinnon Road,,MCKINNON,VIC,3204,03 8520 9000,231,Glen Eira (C),-37.9122,145.04854
Government,1,8135,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,,Melbourne,VIC,3004,350-370 Kings Way,,MELBOURNE,VIC,3004,03 9864 7700,590,Port Phillip (C),-37.83589,144.97186
Government,1,8140,Nathalia Secondary College,Secondary,O,41 Chapel Street,,Nathalia,VIC,3638,P O Box 42,,NATHALIA,VIC,3638,03 5866 2331,490,Moira (S),-36.0599,145.20844
Government,1,8145,Neerim District Secondary College,Secondary,O,20 Neerim East Road,,Neerim South,VIC,3831,P O Box 18,,NEERIM SOUTH,VIC,3831,03 5628 1455,83,Baw Baw (S),-38.01694,145.95668
Government,1,8151,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,,Newcomb,VIC,3219,81 - 85 Bellarine Highway,,NEWCOMB,VIC,3219,03 5248 1400,275,Greater Geelong (C),-38.17113,144.3952
Government,1,8180,Northcote High School,Secondary,O,St Georges Road,,Northcote,VIC,3070,St Georges Road,,NORTHCOTE,VIC,3070,03 9488 2300,189,Darebin (C),-37.77416,144.98971
Government,1,8185,Norwood Secondary College,Secondary,O,Byron Street,,Ringwood,VIC,3134,PO Box 371,,RINGWOOD,VIC,3134,03 9871 0400,441,Maroondah (C),-37.79975,145.2376
Government,1,8190,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,,Numurkah,VIC,3636,P O Box 229,,NUMURKAH,VIC,3636,03 5862 1088,490,Moira (S),-36.07995,145.44627
Government,1,8210,Oberon High School,Secondary,O,12 Pickett Crescent,,Belmont,VIC,3216,12 PICKETT CRESCENT,,BELMONT,VIC,3216,03 5243 4444,275,Greater Geelong (C),-38.18665,144.33741
Government,1,8215,Orbost Secondary College,Secondary,O,20 Arnold Street,,Orbost,VIC,3888,P O Box 270,,ORBOST,VIC,3888,03 5154 1084,211,East Gippsland (S),-37.70411,148.46635
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,,Ouyen,VIC,3490,1-35 Fuller Street,,OUYEN,VIC,3490,03 5092 1182,478,Mildura (RC),-35.06457,142.32261
Government,1,8223,Pakenham Secondary College,Secondary,O,1020 Princes Highway,,Pakenham,VIC,3810,1020 Princes Highway,,PAKENHAM,VIC,3810,03 5945 1433,145,Cardinia (S),-38.069,145.471
Government,1,8225,Parkdale Secondary College,Secondary,O,Warren Road,,Mordialloc,VIC,3195,"Warren Road,",,MORDIALLOC,VIC,3195,03 9580 6311,343,Kingston (C),-37.9903,145.0935
Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,,Pascoe Vale,VIC,3044,Post Office Box 2122,,OAK PARK,VIC,3046,03 9306 2544,525,Moreland (C),-37.71756,144.9355
Government,1,8231,Prahran High School,Secondary,O,138 High Street,,Windsor,VIC,3181,138 High Street,,Windsor,VIC,3181,03 9113 1000,635,Stonnington (C),-37.8521,144.99109
Government,1,8241,Preston High School,Secondary,O,2-16 Cooma Street,,Preston,VIC,3072,2-16 Cooma Street,,Preston,VIC,3072,03 9055 8400,189,Darebin (C),-37.74169,145.0064
Government,1,8245,Princes Hill Secondary College,Secondary,O,Arnold Street,,Princes Hill,VIC,3054,Arnold Street,,PRINCES HILL,VIC,3054,03 9389 0600,735,Yarra (C),-37.78348,144.96503
Government,1,8246,Homestead Senior Secondary College,Secondary,O,9 Coaching Parade,,Point Cook,VIC,3030,9 Coaching Parade,,Point Cook,VIC,3030,03 7379 9600,726,Wyndham (C),-37.91615,144.76689
Government,1,8250,Bellarine Secondary College,Secondary,O,Peninsula Drive,,Drysdale,VIC,3222,Peninsula Drive,,DRYSDALE,VIC,3222,03 5251 9000,275,Greater Geelong (C),-38.19066,144.55753
Government,1,8256,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,,Rainbow,VIC,3424,P O Box 223,,Rainbow,VIC,3424,03 5395 1063,298,Hindmarsh (S),-35.89447,141.9967
Government,1,8260,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,,Red Cliffs,VIC,3496,P O Box 285,,RED CLIFFS,VIC,3496,03 5024 1522,478,Mildura (RC),-34.2988,142.19545
Government,1,8270,Ringwood Secondary College,Secondary,O,Bedford Road,,Ringwood,VIC,3134,Bedford Road,,RINGWOOD,VIC,3134,03 9870 2002,441,Maroondah (C),-37.81661,145.23915
Government,1,8271,Richmond High School,Secondary,O,4 Griffiths Street,,Richmond,VIC,3121,Post Office Box 201,,Richmond,VIC,3121,03 8396 6399,735,Yarra (C),-37.81741,145.0028
Government,1,8276,Robinvale College,Pri/Sec,O,88 George Street,,Robinvale,VIC,3549,PO Box 378,,ROBINVALE,VIC,3549,03 5026 3704,661,Swan Hill (RC),-34.58889,142.78155
Government,1,8280,Rochester Secondary College,Secondary,O,26 Edward Street,,Rochester,VIC,3561,P O Box 186,,ROCHESTER,VIC,3561,03 5484 1844,137,Campaspe (S),-36.35278,144.6987
Government,1,8290,Rosebud Secondary College,Secondary,O,245 Eastbourne Road,,Rosebud,VIC,3939,245 Eastbourne Road,,ROSEBUD,VIC,3939,03 5986 8595,534,Mornington Peninsula (S),-38.36762,144.88745
Government,1,8300,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road,,Rutherglen,VIC,3685,P O Box 84,,RUTHERGLEN,VIC,3685,02 6032 9483,335,Indigo (S),-36.06256,146.4521
Government,1,8303,Saltwater P-9 College,Pri/Sec,O,15 Kirra Place,,Point Cook,VIC,3030,15 Kirra Place,,Point Cook,VIC,3030,03 8366 7700,726,Wyndham (C),-37.91133,144.77028
Government,1,8307,Scoresby Secondary College,Secondary,O,Cavell Street,,Scoresby,VIC,3179,Cavell Street,,SCORESBY,VIC,3179,03 9765 4100,367,Knox (C),-37.88864,145.2362
Government,1,8330,St Albans Secondary College,Secondary,O,289 Main Road East,,St Albans,VIC,3021,289 MAIN ROAD EAST,,ST ALBANS,VIC,3021,03 9366 2555,118,Brimbank (C),-37.74553,144.80841
Government,1,8335,St Arnaud Secondary College,Secondary,O,Smith Street,,St Arnaud,VIC,3478,P O Box 40,,ST ARNAUD,VIC,3478,03 5495 1811,581,Northern Grampians (S),-36.60955,143.25094
Government,1,8337,Oakwood School,Secondary,O,319 Balaclava Road,,Caulfield North,VIC,3161,319 Balaclava Road,,CAULFIELD NORTH,VIC,3161,03 9563 5644,231,Glen Eira (C),-37.87398,145.03417
Government,1,8345,Strathmore Secondary College,Secondary,O,400 Pascoe Vale Road,,Strathmore,VIC,3041,400 Pascoe Vale Road,,STRATHMORE,VIC,3041,03 9379 7999,506,Moonee Valley (C),-37.73695,144.92664
Government,1,8350,Sunbury College,Secondary,O,30 Racecourse Road,,Sunbury,VIC,3429,P O BOX 183,,Sunbury,VIC,3429,03 9744 1066,327,Hume (C),-37.57428,144.72867
Government,1,8368,Sydney Road Community School,Secondary,O,350 Sydney Road,,Brunswick,VIC,3056,P O BOX 292,,BRUNSWICK,VIC,3056,03 9380 9417,525,Moreland (C),-37.76969,144.96188
Government,1,8370,Tallangatta Secondary College,Secondary,O,145 Towong Street,,Tallangatta,VIC,3700,P O Box 81,,TALLANGATTA,VIC,3700,02 6071 5000,667,Towong (S),-36.22044,147.17267
Government,1,8383,Thomastown Secondary College,Secondary,O,80-96 Main Street,,Thomastown,VIC,3074,P O Box 110,,THOMASTOWN,VIC,3074,03 9465 0844,707,Whittlesea (C),-37.67872,145.00194
Government,1,8395,Trafalgar High School,Secondary,O,School Road,,Trafalgar,VIC,3824,Locked Bag 1,,TRAFALGAR,VIC,3824,03 5633 1733,83,Baw Baw (S),-38.21457,146.1583
Government,1,8397,Dohertys Creek P-9 College,Pri/Sec,O,60 Elmhurst Road,,Truganina,VIC,3029,60 Elmhurst Road,,Truganina,VIC,3029,03 8560 6079,726,Wyndham (C),-37.84298,144.73391
Government,1,8405,University High School,Secondary,O,77 Story Street,,Parkville,VIC,3052,77 Story Street,,PARKVILLE,VIC,3052,03 9347 2022,460,Melbourne (C),-37.79698,144.95538
Government,1,8407,Roxburgh College,Secondary,O,60-70 Donald Cameron Drive,,Roxburgh Park,VIC,3064,P O Box 453,,Somerton BC Somerton,VIC,3062,03 9930 8100,327,Hume (C),-37.63041,144.93033
Government,1,8410,Upper Yarra Secondary College,Secondary,O,81-89 Little Yarra Road,,Yarra Junction,VIC,3797,P O Box 550,,Yarra Junction,VIC,3797,03 5967 1877,745,Yarra Ranges (S),-37.79209,145.62393
Government,1,8415,Upwey High School,Secondary,O,1451 Burwood Highway,,Upwey,VIC,3158,1451 Burwood Hwy,,UPWEY,VIC,3158,03 9754 2838,745,Yarra Ranges (S),-37.90436,145.33548
Government,1,8420,Vermont Secondary College,Secondary,O,27 - 63 Morack Road,,Vermont,VIC,3133,P O Box 138,,Vermont,VIC,3133,03 8872 6300,698,Whitehorse (C),-37.84412,145.1997
Government,1,8421,Kambrya College,Secondary,O,68 Bemersyde Drive,,Berwick,VIC,3806,P O Box 153,,BERWICK,VIC,3806,03 9707 7600,161,Casey (C),-38.05369,145.34741
Government,1,8423,Carrum Downs Secondary College,Secondary,O,263 McCormicks Road,,Carrum Downs,VIC,3201,P O Box 8845,,CARRUM DOWNS,VIC,3201,03 9788 9100,217,Frankston (C),-38.09529,145.19766
Government,1,8425,Wangaratta High School,Secondary,O,17-49 Edwards Street,,Wangaratta,VIC,3677,P O Box 235,,WANGARATTA,VIC,3676,03 5723 0500,670,Wangaratta (RC),-36.3449,146.30772
Government,1,8428,Wantirna College,Secondary,O,90 Harold Street,,Wantirna,VIC,3152,90 Harold Street,,WANTIRNA,VIC,3152,03 9801 9700,367,Knox (C),-37.8576,145.22997
Government,1,8430,Warracknabeal Secondary College,Secondary,O,1 Tregear Street,,Warracknabeal,VIC,3393,PO Box 285,,WARRACKNABEAL,VIC,3393,03 5398 1433,763,Yarriambiack (S),-36.26275,142.38941
Government,1,8437,Warrandyte High School,Secondary,O,241-247 Heidelberg-Warrandyte Rd,,Warrandyte,VIC,3113,Cnr Alexander & Warrandyte Rds,,Warrandyte,VIC,3113,03 9844 2749,421,Manningham (C),-37.74827,145.18422
Government,1,8462,Wellington Secondary College,Secondary,O,91 Police Road,,Mulgrave,VIC,3170,P O Box 1,,MULGRAVE,VIC,3170,03 9547 6822,497,Monash (C),-37.93447,145.16938
