school_name,address,town,lga_name,x,y
St John's School,34 Essex Street FOOTSCRAY VIC 3011,FOOTSCRAY,Maribyrnong (C),-37.79582,144.88522
St Joseph's School,Broadway Street COBRAM VIC 3644,COBRAM,Moira (S),-35.91707,145.65375
Shelford Girls' Grammar,3 Hood Crescent CAULFIELD VIC 3161,CAULFIELD,Glen Eira (C),-37.87791,145.01131999999998
Mary Immaculate School,9 Rockbeare Grove IVANHOE VIC 3079,IVANHOE,Banyule (C),-37.77194,145.03876
St Joseph's School,367 High Street NAGAMBIE VIC 3608,NAGAMBIE,Strathbogie (S),-36.78161,145.15405
Our Lady of Lourdes School,7 Wynnstay Road PRAHRAN EAST VIC 3181,PRAHRAN EAST,Stonnington (C),-37.85246,145.00946000000002
St Joseph's School,4-8 Raymond Street ORBOST VIC 3888,ORBOST,East Gippsland (S),-37.70917,148.45563
Mentone Grammar School,63 Venice Street MENTONE VIC 3194,MENTONE,Kingston (C),-37.98769,145.06812
Ivanhoe Girls' Grammar School,123 Marshall St IVANHOE VIC 3079,IVANHOE,Banyule (C),-37.76527,145.04672
St Mary's School,43 O'Donnell Avenue MYRTLEFORD VIC 3737,MYRTLEFORD,Alpine (S),-36.55357,146.72693
Carey Baptist Grammar School,349 Barkers Road KEW VIC 3101,KEW,Boroondara (C),-37.81478,145.04782
Kilvington Grammar School,2 Leila Road ORMOND VIC 3204,ORMOND,Glen Eira (C),-37.89952,145.04121999999998
Haileybury College,855 Springvale Rd KEYSBOROUGH VIC 3173,KEYSBOROUGH,Greater Dandenong (C),-37.995979999999996,145.14643
St Therese's School,25-31 Edward Street ESSENDON VIC 3040,ESSENDON,Moonee Valley (C),-37.75111,144.91031
Sacred Heart School,5 The Parade YEA VIC 3717,YEA,Murrindindi (S),-37.21455,145.42461
Our Lady of Good Counsel School,12 Whitehorse Rd DEEPDENE/BALWYN VIC 3103,DEEPDENE/BALWYN,Boroondara (C),-37.81108,145.06278999999998
Strathcona Baptist Girls' Grammar,34 Scott Street CANTERBURY VIC 3126,CANTERBURY,Boroondara (C),-37.82918,145.08037
St Kevin's School,Glen Orme Avenue ORMOND VIC 3204,ORMOND,Glen Eira (C),-37.9044,145.0388
Mentone Girls' Grammar School,11 Mentone Parade MENTONE VIC 3194,MENTONE,Kingston (C),-37.98938,145.06346000000002
St Joseph's School,362 Station Street CHELSEA VIC 3196,CHELSEA,Kingston (C),-38.055440000000004,145.11858999999998
Gippsland Grammar,417 York Street SALE VIC 3850,SALE,Wellington (S),-38.09365,147.06463
St Finbar's School,90 Centre Road BRIGHTON EAST VIC 3187,BRIGHTON EAST,Bayside (C),-37.91628,145.01746
Loreto Mandeville Hall,10 Mandeville Crescent TOORAK VIC 3142,TOORAK,Stonnington (C),-37.84819,145.01488999999998
St Dominic's School,145 Highfield Road CAMBERWELL EAST VIC 3124,CAMBERWELL EAST,Boroondara (C),-37.83892,145.08383999999998
St Mary's School,59 Holyrood Street HAMPTON VIC 3188,HAMPTON,Bayside (C),-37.93305,145.0009
Holy Rosary School,18 Pohlman Street HEATHCOTE VIC 3523,HEATHCOTE,Greater Bendigo (C),-36.91768,144.70111
St Mary's School,45-49 King Edward Street COHUNA VIC 3568,COHUNA,Gannawarra (S),-35.80823,144.21854
Camberwell Grammar School,55 Mont Albert Road CANTERBURY VIC 3126,CANTERBURY,Boroondara (C),-37.81609,145.06641000000002
St Joseph's School,17 Martin Street CRIB POINT VIC 3919,CRIB POINT,Mornington Peninsula (S),-38.361470000000004,145.20281
Brighton Grammar School,90 Outer Crescent BRIGHTON VIC 3186,BRIGHTON,Bayside (C),-37.91111,144.99352
St Fidelis' School,52 Saunders Street MORELAND VIC 3058,MORELAND,Moreland (C),-37.74984,144.95156
Huntingtower School,77 Waimarie Drive MT WAVERLEY VIC 3149,MT WAVERLEY,Monash (C),-37.876740000000005,145.13629
St Francis Xavier's School,1087 Whitehorse Road BOX HILL VIC 3128,BOX HILL,Whitehorse (C),-37.818490000000004,145.13148999999999
St Mary's School,95A Railway Street ALTONA VIC 3018,ALTONA,Hobsons Bay (C),-37.866659999999996,144.82838
Our Lady Help of Christians School,1-13 Henry Street ELTHAM VIC 3095,ELTHAM,Nillumbik (S),-37.716120000000004,145.14791
Our Lady of the Sacred Heart School,18 Box Street MERBEIN VIC 3505,MERBEIN,Mildura (RC),-34.16686,142.05309
St Francis Xavier School,8 Park Street FRANKSTON VIC 3199,FRANKSTON,Frankston (C),-38.1488,145.1262
Our Lady of Sion College,1065 Whitehorse Road BOX HILL VIC 3128,BOX HILL,Whitehorse (C),-37.81835,145.12992
St Gabriel's School,237 Spring Street RESERVOIR VIC 3073,RESERVOIR,Darebin (C),-37.71802,145.00512
St Paul's School,122 Jasper Road BENTLEIGH VIC 3204,BENTLEIGH,Glen Eira (C),-37.92283,145.04147
St Joseph's School,544 Balcombe Road BLACK ROCK VIC 3193,BLACK ROCK,Bayside (C),-37.97592,145.02316000000002
Salesian College,Rupertswood SUNBURY VIC 3429,SUNBURY,Hume (C),-37.57264,144.73903
St Patrick's School,2 Merrick Street STRATFORD VIC 3862,STRATFORD,Wellington (S),-37.967259999999996,147.07768000000002
Kingswood College,355 Station Street BOX HILL VIC 3128,BOX HILL,Whitehorse (C),-37.83278,145.11863
St Joseph's School,58 Waterloo Road TRAFALGAR VIC 3824,TRAFALGAR,Baw Baw (S),-38.207209999999996,146.15219
St Patrick's School,3 Dalny Road MURRUMBEENA VIC 3163,MURRUMBEENA,Glen Eira (C),-37.90178,145.06527
St Roch's School,Glenvale Road GLEN IRIS VIC 3146,GLEN IRIS,Stonnington (C),-37.85736,145.05231
St Margaret's School,27-47 Gloucester Ave BERWICK VIC 3806,BERWICK,Casey (C),-38.03535,145.34654
Camberwell Girls Grammar School,2 Torrington Street CANTERBURY VIC 3126,CANTERBURY,Boroondara (C),-37.81821,145.0597
St Anne's School,7-19 Beresford Street KEW EAST VIC 3102,KEW EAST,Boroondara (C),-37.79538,145.04981
Our Lady of Perpetual Help School,2 Wilana Street RINGWOOD VIC 3134,RINGWOOD,Maroondah (C),-37.81642,145.23218
St Francis Xavier's School,90 Mayona Road MONTMORENCY VIC 3094,MONTMORENCY,Banyule (C),-37.71601,145.12656
St Joseph's School,Constitution Hill Road SORRENTO VIC 3943,SORRENTO,Mornington Peninsula (S),-38.34047,144.7418
St Cecilia's School,4 Van Ness Avenue GLEN IRIS VIC 3146,GLEN IRIS,Boroondara (C),-37.85009,145.0646
St Joseph's School,28 Sandham Street ELSTERNWICK VIC 3185,ELSTERNWICK,Glen Eira (C),-37.882509999999996,145.00529
St Joseph's School,17 Fitzroy Avenue RED CLIFFS VIC 3496,RED CLIFFS,Mildura (RC),-34.30235,142.18796
"Preshil, The Margaret Lyttle Memorial School",395 Barkers Road KEW VIC 3101,KEW,Boroondara (C),-37.81593,145.05221
St Peter's School,32 Wedge Street EPPING VIC 3076,EPPING,Whittlesea (C),-37.65054,145.02755
Santa Maria College,50 Separation Street NORTHCOTE VIC 3070,NORTHCOTE,Darebin (C),-37.77036,145.00248
Sacred Heart School,2 Mora Avenue OAKLEIGH VIC 3166,OAKLEIGH,Monash (C),-37.90184,145.08692
St Mark's School,118 Argyle Street FAWKNER VIC 3060,FAWKNER,Moreland (C),-37.71628,144.96362
St John the Baptist School,17 Forest Road FERNTREE GULLY VIC 3156,FERNTREE GULLY,Knox (C),-37.88738,145.29516999999998
St John's School,490 Whitehorse Road MITCHAM VIC 3132,MITCHAM,Whitehorse (C),-37.817440000000005,145.1904
St Mary's School,121-143 McLennan Street MOOROOPNA VIC 3629,MOOROOPNA,Greater Shepparton (C),-36.39605,145.35422
St Raphael's School,Cooper Street PRESTON WEST VIC 3072,PRESTON WEST,Darebin (C),-37.7341,144.99262
St Kevin's College,31 Moonga Road TOORAK VIC 3142,TOORAK,Stonnington (C),-37.8354,145.0247
St John the Baptist's School,Station Street KOO WEE RUP VIC 3981,KOO WEE RUP,Cardinia (S),-38.19746,145.48526999999999
St Vincent de Paul's School,92 - 114 Woodland Street STRATHMORE VIC 3041,STRATHMORE,Moonee Valley (C),-37.74214,144.92413
St Joseph's College Geelong,135 Aphrasia Street NEWTOWN VIC 3220,NEWTOWN,Greater Geelong (C),-38.1502,144.33186
St Joseph's School,33 St John's Avenue SPRINGVALE VIC 3171,SPRINGVALE,Greater Dandenong (C),-37.95323,145.15034
St Bede's College,2 Mentone Parade MENTONE VIC 3194,MENTONE,Kingston (C),-37.99116,145.06821000000002
Holy Name School,12 Robb Street PRESTON EAST VIC 3073,PRESTON EAST,Darebin (C),-37.730259999999994,145.01856999999998
Siena College Ltd,815 Riversdale Road CAMBERWELL VIC 3124,CAMBERWELL,Boroondara (C),-37.833659999999995,145.08258
St Bernard's School,36 Patterson Street COBURG EAST VIC 3058,COBURG EAST,Moreland (C),-37.74742,144.97271
St Benedict's School,3-9 Central Avenue BURWOOD VIC 3125,BURWOOD,Whitehorse (C),-37.8495,145.0974
St Oliver Plunkett's School,1-39 Landells Road PASCOE VALE VIC 3044,PASCOE VALE,Moreland (C),-37.73089,144.94186000000002
Corpus Christi School,380 Geelong Road KINGSVILLE VIC 3012,KINGSVILLE,Maribyrnong (C),-37.80853,144.87292
St Robert's School,13 Nicholas Street NEWTOWN VIC 3220,NEWTOWN,Greater Geelong (C),-38.15641,144.34301000000002
St Bernard's College,41 Rosehill Road ESSENDON VIC 3040,ESSENDON,Moonee Valley (C),-37.749390000000005,144.8832
Whitefriars College Inc,156 Park Road DONVALE VIC 3111,DONVALE,Manningham (C),-37.7918,145.19953999999998
St Michael's School,268 High Street ASHBURTON VIC 3147,ASHBURTON,Boroondara (C),-37.864129999999996,145.08248
St Mary's School,131 Powells Road CLARKES HILL VIC 3352,CLARKES HILL,Moorabool (S),-37.5004,143.9887
Our Lady of the Sacred Heart College,111 Jasper Road BENTLEIGH VIC 3204,BENTLEIGH,Glen Eira (C),-37.92572,145.03994
St Bede's School,2 Marwal Avenue BALWYN NORTH VIC 3104,BALWYN NORTH,Boroondara (C),-37.79352,145.0709
Salesian College,10 Bosco Street CHADSTONE VIC 3148,CHADSTONE,Monash (C),-37.88273,145.10026000000002
St Patrick's School,29 Leahy Street NHILL VIC 3418,NHILL,Hindmarsh (S),-36.335409999999996,141.64303999999998
St Margaret's School,83 St Albans Road GEELONG EAST VIC 3219,GEELONG EAST,Greater Geelong (C),-38.16462,144.37393
Mount Scopus Memorial College,245 Burwood Highway BURWOOD VIC 3125,BURWOOD,Whitehorse (C),-37.84722,145.11777
St Kieran's School,Lloyd Street MOE VIC 3825,MOE,Latrobe (C),-38.17937,146.25356000000002
Marcellin College,160 Bulleen Road BULLEEN VIC 3105,BULLEEN,Manningham (C),-37.77478,145.08268
Marist-Sion College,165 Burke Street WARRAGUL VIC 3820,WARRAGUL,Baw Baw (S),-38.15903,145.91527
Henderson College,806-816 Cowra Ave IRYMPLE VIC 3498,IRYMPLE,Mildura (RC),-34.222609999999996,142.15926000000002
St Theresa's School,16 Drummartin Street ALBION VIC 3020,ALBION,Brimbank (C),-37.78219,144.8202
St Bernadette's School,53 Stanley Street IVANHOE WEST VIC 3079,IVANHOE WEST,Banyule (C),-37.763059999999996,145.03412
St Colman's School,46 Dunlop Street MORTLAKE VIC 3272,MORTLAKE,Moyne (S),-38.07994,142.80202
St Agnes' School,Peterson Street HIGHETT VIC 3190,HIGHETT,Bayside (C),-37.9461,145.03183
Our Lady of the Assumption School,9 Centre Dandenong Road CHELTENHAM VIC 3192,CHELTENHAM,Kingston (C),-37.9655,145.05971
Nunawading Christian College-Primary,Laughlin Ave NUNAWADING VIC 3131,NUNAWADING,Whitehorse (C),-37.82192,145.17005
Sacred Heart School,35 Wicklow Avenue CROYDON VIC 3136,CROYDON,Maroondah (C),-37.79749,145.27279
St Malachy's School,34 Lake Street EDENHOPE VIC 3318,EDENHOPE,West Wimmera (S),-37.03403,141.30005
Heritage College,333 Centre Road NARRE WARREN SOUTH VIC 3805,NARRE WARREN SOUTH,Casey (C),-38.05022,145.31652
St Mary's School,Myrtle Street ALEXANDRA VIC 3714,ALEXANDRA,Murrindindi (S),-37.19127,145.71338
Resurrection House,6 Aberfeldie Street ESSENDON VIC 3040,ESSENDON,Moonee Valley (C),-37.75665,144.9052
Adass Israel School,10-12 King Street ELSTERNWICK VIC 3185,ELSTERNWICK,Glen Eira (C),-37.8839,145.0082
Holy Spirit School,197 Clarendon Street THORNBURY EAST VIC 3071,THORNBURY EAST,Darebin (C),-37.76085,145.01619
Sacred Heart School,2-4 Winifred Street ST ALBANS VIC 3021,ST ALBANS,Brimbank (C),-37.73769,144.80005
St Thomas The Apostle School,67 Central Road BLACKBURN VIC 3130,BLACKBURN,Whitehorse (C),-37.82325,145.15743
St Mary's School,5-7 Southam Street RUSHWORTH VIC 3612,RUSHWORTH,Campaspe (S),-36.5878,145.0112
St Michael's School,Davis Street HEYFIELD VIC 3858,HEYFIELD,Wellington (S),-37.98075,146.78427
St Thomas Aquinas School,51 Plume Street NORLANE VIC 3214,NORLANE,Greater Geelong (C),-38.09017,144.35882
St Pius X School,431 Waterdale Road HEIDELBERG WEST VIC 3081,HEIDELBERG WEST,Banyule (C),-37.74692,145.04629
St Margaret Mary's School,181 Hudsons Road SPOTSWOOD VIC 3015,SPOTSWOOD,Hobsons Bay (C),-37.82908,144.87773
Monivae College,133 Ballarat Road HAMILTON VIC 3300,HAMILTON,Southern Grampians (S),-37.74204,142.04945
St Mary Magdalen's Parish Primary School,15 Bambil Street CHADSTONE VIC 3148,CHADSTONE,Monash (C),-37.87978,145.1012
St Anthony's School,90 Buckley Street NOBLE PARK VIC 3174,NOBLE PARK,Greater Dandenong (C),-37.971709999999995,145.17243
St Peter's School,16 Mary Street CLAYTON VIC 3168,CLAYTON,Monash (C),-37.923140000000004,145.12186
St Joseph's School,33 Lascelles Street HOPETOUN VIC 3396,HOPETOUN,Yarriambiack (S),-35.723929999999996,142.36219
Yeshivah College,88 Hotham Street ST KILDA EAST VIC 3183,ST KILDA EAST,Glen Eira (C),-37.868120000000005,145.00034
St John Bosco's School,6 Teague Street NIDDRIE VIC 3042,NIDDRIE,Moonee Valley (C),-37.74366,144.88903
Holy Family School,143-147 Separation Street BELL PARK VIC 3215,BELL PARK,Greater Geelong (C),-38.1111,144.33833
Holy Spirit Parish School,83 Minerva Road MANIFOLD HEIGHTS VIC 3218,MANIFOLD HEIGHTS,Greater Geelong (C),-38.13581,144.32996
St Mary's School,210 Grimshaw Street GREENSBOROUGH VIC 3088,GREENSBOROUGH,Banyule (C),-37.70285,145.09263
Mother of God School,67 Blanche Street ARDEER VIC 3022,ARDEER,Brimbank (C),-37.77941,144.80081
St Peter Chanel School,848 Ballarat Road DEER PARK VIC 3023,DEER PARK,Brimbank (C),-37.76853,144.76927
Christ the King Primary School,28 Riley Court BRAYBROOK VIC 3019,BRAYBROOK,Maribyrnong (C),-37.78761,144.86196
Corpus Christi School,13-21 Widford Street GLENROY VIC 3046,GLENROY,Moreland (C),-37.70389,144.9228
Killester College,433 Springvale Road SPRINGVALE VIC 3171,SPRINGVALE,Greater Dandenong (C),-37.959070000000004,145.15202
St Paul's School,Links Street SUNSHINE WEST VIC 3020,SUNSHINE WEST,Brimbank (C),-37.78753,144.80751999999998
St Patrick's School,5 Victoria Street PYRAMID HILL VIC 3575,PYRAMID HILL,Loddon (S),-36.05485,144.11184
Clonard College,225 Church Street HERNE HILL VIC 3218,HERNE HILL,Greater Geelong (C),-38.13008,144.33048
Stella Maris School,113 Oak Street BEAUMARIS VIC 3193,BEAUMARIS,Bayside (C),-37.98199,145.04103999999998
St Therese's School,Albion Street KENNINGTON VIC 3550,KENNINGTON,Greater Bendigo (C),-36.7669,144.29824
St Bernadette's School,2 Willey Street SUNSHINE NORTH VIC 3020,SUNSHINE NORTH,Brimbank (C),-37.771159999999995,144.83528
St James' School,260 Albert Street SEBASTOPOL VIC 3356,SEBASTOPOL,Ballarat (C),-37.60347,143.84018
Rossbourne School,131 Power Street HAWTHORN VIC 3122,HAWTHORN,Boroondara (C),-37.82304,145.02655
Sacred Heart School,Olive Grove MILDURA VIC 3500,MILDURA,Mildura (RC),-34.187329999999996,142.15223999999998
Beth Rivkah Ladies College,14-20 Balaclava Road ST KILDA EAST VIC 3183,ST KILDA EAST,Glen Eira (C),-37.869279999999996,145.00083999999998
St Margaret's Primary School,67 The Esplanade MARIBYRNONG VIC 3032,MARIBYRNONG,Maribyrnong (C),-37.7669,144.89104
Immaculate Heart of Mary School,50-54 Monash Road NEWBOROUGH VIC 3825,NEWBOROUGH,Latrobe (C),-38.184740000000005,146.29158999999999
Holy Family School,250 Stephensons Road MOUNT WAVERLEY VIC 3149,MOUNT WAVERLEY,Monash (C),-37.87426,145.12963
St Gerard's School,71 Gladstone Road DANDENONG NORTH VIC 3175,DANDENONG NORTH,Greater Dandenong (C),-37.97133,145.20582
St Mel's School,35 Hamilton Street SHEPPARTON SOUTH VIC 3630,SHEPPARTON SOUTH,Greater Shepparton (C),-36.39247,145.41068
Our Lady of Perpetual Succour School,31 Erasmus Street SURREY HILLS VIC 3127,SURREY HILLS,Whitehorse (C),-37.830059999999996,145.11139
St Catherine's School,14-28 Fletcher Street MOORABBIN VIC 3189,MOORABBIN,Kingston (C),-37.93822,145.05217
Sacred Heart Girls' College,113 Warrigal Road HUGHESDALE VIC 3166,HUGHESDALE,Monash (C),-37.902159999999995,145.08608
St Vincent de Paul's School,2 Rowell Street MORWELL EAST VIC 3840,MORWELL EAST,Latrobe (C),-38.23061,146.41548
St Peter's Lutheran School,6-26 Horsham Road DIMBOOLA VIC 3414,DIMBOOLA,Hindmarsh (S),-36.45706,142.03758
St Mary's School,47 Hannon Street SEA LAKE VIC 3533,SEA LAKE,Buloke (S),-35.50183,142.85067
St Joseph's School,40 Milners Road YARRA JUNCTION VIC 3797,YARRA JUNCTION,Yarra Ranges (S),-37.79217,145.61681000000002
St Stephen's School,71 Whitelaw Street RESERVOIR EAST VIC 3073,RESERVOIR EAST,Darebin (C),-37.71157,145.0192
St Brendan's School,Golf Links Road LAKES ENTRANCE VIC 3909,LAKES ENTRANCE,East Gippsland (S),-37.87102,148.01234
St Martin of Tours School,2-12 Silk Street ROSANNA VIC 3084,ROSANNA,Banyule (C),-37.73518,145.07698
St Michael's School,Queen Elizabeth Drive TALLANGATTA VIC 3700,TALLANGATTA,Towong (S),-36.216229999999996,147.17342
Christ Our Holy Redeemer School,43 Ferntree Gully Road OAKLEIGH EAST VIC 3166,OAKLEIGH EAST,Monash (C),-37.896159999999995,145.10575
Our Lady of the Nativity School,29 Fawkner Street ABERFELDIE VIC 3040,ABERFELDIE,Moonee Valley (C),-37.75635,144.89658
St John's Regional College,5-11 Caroline Street DANDENONG VIC 3175,DANDENONG,Greater Dandenong (C),-37.99023,145.22626
Nagle College,20 Hope Avenue BAIRNSDALE VIC 3875,BAIRNSDALE,East Gippsland (S),-37.8371,147.58766
St Mary's School,12 Watkin Street ROBINVALE VIC 3549,ROBINVALE,Swan Hill (RC),-34.58471,142.77851
Our Lady's School,White Street WANGARATTA VIC 3677,WANGARATTA,Wangaratta (RC),-36.37219,146.32113999999999
Emmaus College,503 Springvale Road VERMONT SOUTH VIC 3133,VERMONT SOUTH,Whitehorse (C),-37.84779,145.17411
St Dominic's School,408 Camp Road BROADMEADOWS VIC 3047,BROADMEADOWS,Hume (C),-37.68506,144.9237
St Patrick's School,Mangan Street TONGALA VIC 3621,TONGALA,Campaspe (S),-36.25266,144.95359
St Bridget's School,36 Sweyn Street BALWYN NORTH VIC 3104,BALWYN NORTH,Boroondara (C),-37.79592,145.10325
St Leonard's School,349 Springvale Road GLEN WAVERLEY VIC 3150,GLEN WAVERLEY,Monash (C),-37.8868,145.16388999999998
St Scholastica's School,4-8 Starling Street BENNETTSWOOD VIC 3125,BENNETTSWOOD,Whitehorse (C),-37.85165,145.12591
St Christopher's School,Doon Avenue GLEN WAVERLEY VIC 3150,GLEN WAVERLEY,Monash (C),-37.8711,145.1502
St John Vianney's School,Brisbane Terrace PARKDALE EAST VIC 3195,PARKDALE EAST,Kingston (C),-37.99047,145.09249
Ss Peter & Paul's School,16 Beverley Street DONCASTER EAST VIC 3109,DONCASTER EAST,Manningham (C),-37.79055,145.1534
St Mary of the Angels College,Chapel Street NATHALIA VIC 3638,NATHALIA,Moira (S),-36.05766,145.20875
Holy Family School,100 Power Road DOVETON VIC 3177,DOVETON,Casey (C),-37.9905,145.23863
Aquinas College,46 Great Ryrie Street RINGWOOD VIC 3134,RINGWOOD,Maroondah (C),-37.82306,145.23494
Leibler Yavneh College,2 Nagle Avenue ELSTERNWICK VIC 3185,ELSTERNWICK,Glen Eira (C),-37.89287,145.00663
Peninsula Grammar,20 Wooralla Drive MT ELIZA VIC 3930,MT ELIZA,Mornington Peninsula (S),-38.198170000000005,145.09069
St Matthew's School,95 William Street FAWKNER NORTH VIC 3060,FAWKNER NORTH,Moreland (C),-37.698159999999994,144.96795
St John Vianney's School,23 Police Road MULGRAVE VIC 3170,MULGRAVE,Monash (C),-37.93272,145.15956
St Luke's School,1A David Street LALOR VIC 3075,LALOR,Whittlesea (C),-37.67237,145.01883
St Francis de Sales School,626 Pascoe Vale Road OAK PARK VIC 3046,OAK PARK,Moreland (C),-37.71885,144.92108000000002
St John's Lutheran School Geelong,33 Aberdeen Street GEELONG VIC 3220,GEELONG,Greater Geelong (C),-38.14733,144.34747
St Thomas More's School,Reynold's Lane BELGRAVE VIC 3160,BELGRAVE,Yarra Ranges (S),-37.908409999999996,145.35268
St Pius X School,32-34 Hoddle Street WARRNAMBOOL WEST VIC 3280,WARRNAMBOOL WEST,Warrnambool (C),-38.36492,142.46583
St Christopher's School,34 Roberts Road AIRPORT WEST VIC 3042,AIRPORT WEST,Moonee Valley (C),-37.72501,144.88025
Sacred Heart School,125 Hart Street ELIMINYT VIC 3250,ELIMINYT,Colac-Otway (S),-38.353159999999995,143.57855
Sacred Heart School,25 Gipson Street DIAMOND CREEK VIC 3089,DIAMOND CREEK,Nillumbik (S),-37.67215,145.15878
St Michael's School,16 Scanlan Street BERWICK VIC 3806,BERWICK,Casey (C),-38.03382,145.35357
Ave Maria College,14-22 Vida Street ABERFELDIE VIC 3040,ABERFELDIE,Moonee Valley (C),-37.75662,144.89796
Bialik College,429 Auburn Road HAWTHORN EAST VIC 3122,HAWTHORN EAST,Boroondara (C),-37.84227,145.04336999999998
Our Lady of the Way School,11-13 Green Avenue KINGSBURY VIC 3083,KINGSBURY,Darebin (C),-37.71526,145.03552
St Luke the Evangelist School,46 Orchard Grove BLACKBURN SOUTH VIC 3130,BLACKBURN SOUTH,Whitehorse (C),-37.83555,145.14671
St Bernard's School,2-14 Williams Road WANGARATTA VIC 3677,WANGARATTA,Wangaratta (RC),-36.34656,146.3056
Our Lady Help of Christians School,15 Munro Street MURTOA VIC 3390,MURTOA,Yarriambiack (S),-36.622679999999995,142.47365
Luther College,Plymouth Rd CROYDON HILLS VIC 3136,CROYDON HILLS,Maroondah (C),-37.782959999999996,145.27291
Marian College,196 Glengala Road SUNSHINE WEST VIC 3020,SUNSHINE WEST,Brimbank (C),-37.787729999999996,144.80613
Mount St Joseph Girls' College,133 Maidstone Street ALTONA VIC 3018,ALTONA,Hobsons Bay (C),-37.8639,144.81167
Our Lady Help of Christians School,482 Gillies Street WENDOUREE VIC 3355,WENDOUREE,Ballarat (C),-37.52544,143.82561
St Clement of Rome School,9 Egan Drive BULLEEN VIC 3105,BULLEEN,Manningham (C),-37.7673,145.09033
St Joseph's Primary School,212 Boronia Road BORONIA VIC 3155,BORONIA,Knox (C),-37.86271,145.27481
Sacred Heart School,111-115 Hansen Street CORRYONG VIC 3707,CORRYONG,Towong (S),-36.198240000000006,147.89919
Mater Christi College,28 Bayview Road BELGRAVE VIC 3160,BELGRAVE,Yarra Ranges (S),-37.91064,145.35889
Our Lady of Lourdes School,23 Orange Grove BAYSWATER VIC 3153,BAYSWATER,Knox (C),-37.84898,145.26576
St Joseph's College,5 Brenock Park Drive FERNTREE GULLY VIC 3156,FERNTREE GULLY,Knox (C),-37.89049,145.29509
St Paul's College Balwyn,3 Brenbeal Street BALWYN VIC 3101,BALWYN,Boroondara (C),-37.81235,145.08686
Annunciation School,4-14 Nolan Avenue BROOKLYN VIC 3012,BROOKLYN,Hobsons Bay (C),-37.82099,144.84796
St Louis de Montfort's School,37 Dolphin Street ASPENDALE VIC 3195,ASPENDALE,Kingston (C),-38.01813,145.10226
St Thomas More's School,30 Angus Street HADFIELD VIC 3046,HADFIELD,Moreland (C),-37.70729,144.94494
Avila College,35 Charles Street MOUNT WAVERLEY VIC 3149,MOUNT WAVERLEY,Monash (C),-37.87467,145.13326
St Philip's School,60 Junction Road BLACKBURN NORTH VIC 3130,BLACKBURN NORTH,Whitehorse (C),-37.80764,145.16658999999999
Holy Child School,227 Blair Street DALLAS VIC 3047,DALLAS,Hume (C),-37.66574,144.93198
Emmanuel College,423 Blackshaws Road ALTONA NORTH VIC 3025,ALTONA NORTH,Hobsons Bay (C),-37.83162,144.84239
St Peter Julian Eymard,Reay Road MOOROOLBARK VIC 3138,MOOROOLBARK,Yarra Ranges (S),-37.78791,145.31752
St Damian's School,5 Settlement Road BUNDOORA VIC 3083,BUNDOORA,Whittlesea (C),-37.69849,145.05722
St Monica's College,400 Dalton Road EPPING VIC 3076,EPPING,Whittlesea (C),-37.65518,145.03141000000002
Yarra Valley Grammar,Kalinda Road RINGWOOD VIC 3134,RINGWOOD,Maroondah (C),-37.7837,145.25816
Christ the King School,79 Wilsons Road NEWCOMB VIC 3219,NEWCOMB,Greater Geelong (C),-38.16655,144.3931
Mercy College,760 Sydney Road COBURG VIC 3058,COBURG,Moreland (C),-37.7304,144.96456
St Timothy's School,21 Stevens Road VERMONT VIC 3133,VERMONT,Whitehorse (C),-37.84039,145.18365
St Mary's School,4-12 Duke Street MAFFRA VIC 3860,MAFFRA,Wellington (S),-37.9635,146.97239
St Macartan's School,97 Bungower Road MORNINGTON VIC 3931,MORNINGTON,Mornington Peninsula (S),-38.223209999999995,145.07046
St John's School,Jayne Street FRANKSTON EAST VIC 3199,FRANKSTON EAST,Frankston (C),-38.14582,145.1481
St Mary's College for the Deaf,10A Riddell Road WANTIRNA SOUTH VIC 3152,WANTIRNA SOUTH,Knox (C),-37.8779,145.24278999999999
John Paul College,165 Mc Mahons Road FRANKSTON VIC 3199,FRANKSTON,Frankston (C),-38.13557,145.13887
St Anne's School,86-94 Austin Road SEAFORD VIC 3198,SEAFORD,Frankston (C),-38.1066,145.14095
Mazenod College,Kernot Ave MULGRAVE VIC 3170,MULGRAVE,Monash (C),-37.9152,145.16613999999998
St Martin de Porres School,158 Military Road AVONDALE HEIGHTS VIC 3034,AVONDALE HEIGHTS,Moonee Valley (C),-37.75847,144.86162
St Gregory the Great School,396 Manningham Road DONCASTER VIC 3108,DONCASTER,Manningham (C),-37.7806,145.12228000000002
Maranatha Christian School,104-108 Reema Boulevard ENDEAVOUR HILLS VIC 3802,ENDEAVOUR HILLS,Casey (C),-37.97092,145.27803
St Kevin's School,26-44 Herlihys Road TEMPLESTOWE LOWER VIC 3107,TEMPLESTOWE LOWER,Manningham (C),-37.76127,145.12287
St James' School,51 Centre Road VERMONT VIC 3133,VERMONT,Whitehorse (C),-37.83675,145.20969
Good Shepherd School,30 Academy Avenue WHEELERS HILL VIC 3150,WHEELERS HILL,Monash (C),-37.908120000000004,145.16605
MacKillop Catholic Regional College,1 Russell Street WERRIBEE VIC 3030,WERRIBEE,Wyndham (C),-37.9095,144.6651
St James'  College,156 Bignell Road BENTLEIGH EAST VIC 3165,BENTLEIGH EAST,Glen Eira (C),-37.92647,145.07136
